,id,name,lower_bound,upper_bound,stoichiometry,objective_coefficient
1964,R_PYRtex,Pyruvate transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_pyr_e', -1.0), ('M_pyr_p', 1.0)])",0
1965,R_RNDR4,Ribonucleoside-diphosphate reductase (UDP),,,"OrderedDict([('M_trdrd_c', -1.0), ('M_udp_c', -1.0), ('M_dudp_c', 1.0), ('M_h2o_c', 1.0), ('M_trdox_c', 1.0)])",0
1966,R_RNDR4b,Ribonucleoside-diphosphate reductase (UDP) (glutaredoxin),,,"OrderedDict([('M_grxrd_c', -1.0), ('M_udp_c', -1.0), ('M_dudp_c', 1.0), ('M_grxox_c', 1.0), ('M_h2o_c', 1.0)])",0
1967,R_QMO2,Quinol monooxygenase (Ubiquinol-8),,,"OrderedDict([('M_o2_c', -2.0), ('M_q8h2_c', -1.0), ('M_h_c', 2.0), ('M_o2s_c', 2.0), ('M_q8_c', 1.0)])",0
1968,R_RNTR1c,Ribonucleoside-triphosphate reductase (ATP) (flavodoxin),,,"OrderedDict([('M_atp_c', -1.0), ('M_fldrd_c', -1.0), ('M_datp_c', 1.0), ('M_fldox_c', 1.0), ('M_h2o_c', 1.0)])",0
1969,R_QMO3,Quinol monooxygenase (menaquinol 8),,,"OrderedDict([('M_mql8_c', -1.0), ('M_o2_c', -2.0), ('M_h_c', 2.0), ('M_mqn8_c', 1.0), ('M_o2s_c', 2.0)])",0
1970,R_SERt4pp,L-serine via sodium symport (periplasm),,,"OrderedDict([('M_na1_p', -1.0), ('M_ser__L_p', -1.0), ('M_na1_c', 1.0), ('M_ser__L_c', 1.0)])",0
1971,R_QULNS,Quinolinate synthase,,,"OrderedDict([('M_dhap_c', -1.0), ('M_iasp_c', -1.0), ('M_h2o_c', 2.0), ('M_pi_c', 1.0), ('M_quln_c', 1.0)])",0
1972,R_RNTR2c,Ribonucleoside-triphosphate reductase (GTP) (flavodoxin),,,"OrderedDict([('M_fldrd_c', -1.0), ('M_gtp_c', -1.0), ('M_dgtp_c', 1.0), ('M_fldox_c', 1.0), ('M_h2o_c', 1.0)])",0
1973,R_RNTR3c,Ribonucleoside-triphosphate reductase (CTP) (flavodoxin),,,"OrderedDict([('M_ctp_c', -1.0), ('M_fldrd_c', -1.0), ('M_dctp_c', 1.0), ('M_fldox_c', 1.0), ('M_h2o_c', 1.0)])",0
1974,R_RNTR4c,Ribonucleoside-triphosphate reductase (UTP) (flavodoxin),,,"OrderedDict([('M_fldrd_c', -1.0), ('M_utp_c', -1.0), ('M_dutp_c', 1.0), ('M_fldox_c', 1.0), ('M_h2o_c', 1.0)])",0
1975,R_RPE,Ribulose 5-phosphate 3-epimerase,,,"OrderedDict([('M_ru5p__D_c', -1.0), ('M_xu5p__D_c', 1.0)])",0
1976,R_RPI,Ribose-5-phosphate isomerase,,,"OrderedDict([('M_r5p_c', -1.0), ('M_ru5p__D_c', 1.0)])",0
1977,R_S7PI,Sedoheptulose 7-phosphate isomerase,,,"OrderedDict([('M_s7p_c', -1.0), ('M_gmhep7p_c', 1.0)])",0
1978,R_TDSR2,Thiol:disulfide reductase (DsbG),,,"OrderedDict([('M_dsbdrd_c', -1.0), ('M_dsbgox_p', -1.0), ('M_dsbdox_c', 1.0), ('M_dsbgrd_p', 1.0)])",0
1979,R_THD2pp,NAD(P) transhydrogenase (periplasm),,,"OrderedDict([('M_h_p', -2.0), ('M_nadh_c', -1.0), ('M_nadp_c', -1.0), ('M_h_c', 2.0), ('M_nad_c', 1.0), ('M_nadph_c', 1.0)])",0
1980,R_SADH,Succinylarginine dihydrolase,,,"OrderedDict([('M_h2o_c', -2.0), ('M_h_c', -2.0), ('M_sucarg_c', -1.0), ('M_co2_c', 1.0), ('M_nh4_c', 2.0), ('M_sucorn_c', 1.0)])",0
1981,R_SERtex,L-serine transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_ser__L_e', -1.0), ('M_ser__L_p', 1.0)])",0
1982,R_SADT2,Sulfate adenyltransferase,,,"OrderedDict([('M_atp_c', -1.0), ('M_gtp_c', -1.0), ('M_h2o_c', -1.0), ('M_so4_c', -1.0), ('M_aps_c', 1.0), ('M_gdp_c', 1.0), ('M_pi_c', 1.0), ('M_ppi_c', 1.0)])",0
1983,R_SBTPD,Sorbitol-6-phosphate dehydrogenase,,,"OrderedDict([('M_nad_c', -1.0), ('M_sbt6p_c', -1.0), ('M_f6p_c', 1.0), ('M_h_c', 1.0), ('M_nadh_c', 1.0)])",0
1984,R_THDPS,Tetrahydrodipicolinate succinylase,,,"OrderedDict([('M_h2o_c', -1.0), ('M_succoa_c', -1.0), ('M_thdp_c', -1.0), ('M_coa_c', 1.0), ('M_sl2a6o_c', 1.0)])",0
1985,R_THIORDXi,Hydrogen peroxide reductase (thioredoxin),,,"OrderedDict([('M_h2o2_c', -1.0), ('M_trdrd_c', -1.0), ('M_h2o_c', 2.0), ('M_trdox_c', 1.0)])",0
1986,R_SBTptspp,D-sorbitol transport via PEP:Pyr PTS (periplasm),,,"OrderedDict([('M_pep_c', -1.0), ('M_sbt__D_p', -1.0), ('M_pyr_c', 1.0), ('M_sbt6p_c', 1.0)])",0
1987,R_THMDt2pp_copy1,Thymidine transport in via proton symport (periplasm),,,"OrderedDict([('M_h_p', -1.0), ('M_thymd_p', -1.0), ('M_h_c', 1.0), ('M_thymd_c', 1.0)])",0
1988,R_SFGTHi,S-Formylglutathione hydralase,,,"OrderedDict([('M_Sfglutth_c', -1.0), ('M_h2o_c', -1.0), ('M_for_c', 1.0), ('M_gthrd_c', 1.0), ('M_h_c', 1.0)])",0
1989,R_THMDt2pp_copy2,Thymidine transport in via proton symport (periplasm),,,"OrderedDict([('M_h_p', -1.0), ('M_thymd_p', -1.0), ('M_h_c', 1.0), ('M_thymd_c', 1.0)])",0
1990,R_THMDtex,Thymidine transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_thymd_e', -1.0), ('M_thymd_p', 1.0)])",0
1991,R_THMabcpp,Thiamine transport via ABC system (periplasm),,,"OrderedDict([('M_atp_c', -1.0), ('M_h2o_c', -1.0), ('M_thm_p', -1.0), ('M_adp_c', 1.0), ('M_h_c', 1.0), ('M_pi_c', 1.0), ('M_thm_c', 1.0)])",0
1992,R_SBTtex,D-sorbitol transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_sbt__D_e', -1.0), ('M_sbt__D_p', 1.0)])",0
1993,R_SDPDS,Succinyl-diaminopimelate desuccinylase,,,"OrderedDict([('M_h2o_c', -1.0), ('M_sl26da_c', -1.0), ('M_26dap_LL_c', 1.0), ('M_succ_c', 1.0)])",0
1994,R_SDPTA,Succinyldiaminopimelate transaminase,,,"OrderedDict([('M_akg_c', -1.0), ('M_sl26da_c', -1.0), ('M_glu__L_c', 1.0), ('M_sl2a6o_c', 1.0)])",0
1995,R_SELCYSS,Selenocysteine synthase,,,"OrderedDict([('M_selnp_c', -1.0), ('M_sertrna_sec_c', -1.0), ('M_h_c', 1.0), ('M_pi_c', 1.0), ('M_sectrna_c', 1.0)])",0
1996,R_SGDS,Succinylglutamate desuccinylase,,,"OrderedDict([('M_h2o_c', -1.0), ('M_sucglu_c', -1.0), ('M_glu__L_c', 1.0), ('M_succ_c', 1.0)])",0
1997,R_SELNPS,Selenophosphate synthase,,,"OrderedDict([('M_atp_c', -1.0), ('M_h2o_c', -1.0), ('M_seln_c', -1.0), ('M_amp_c', 1.0), ('M_pi_c', 1.0), ('M_selnp_c', 1.0)])",0
1998,R_THMtex,Thiamine transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_thm_e', -1.0), ('M_thm_p', 1.0)])",0
1999,R_THRA2,L-allo-Threonine Aldolase,,,"OrderedDict([('M_athr__L_c', -1.0), ('M_acald_c', 1.0), ('M_gly_c', 1.0)])",0
2000,R_THRA,Threonine aldolase,,,"OrderedDict([('M_thr__L_c', -1.0), ('M_acald_c', 1.0), ('M_gly_c', 1.0)])",0
2001,R_THRD,L-threonine dehydrogenase,,,"OrderedDict([('M_nad_c', -1.0), ('M_thr__L_c', -1.0), ('M_2aobut_c', 1.0), ('M_h_c', 1.0), ('M_nadh_c', 1.0)])",0
2002,R_THRD_L,L-threonine deaminase,,,"OrderedDict([('M_thr__L_c', -1.0), ('M_2obut_c', 1.0), ('M_nh4_c', 1.0)])",0
2003,R_TTDCAtexi,Tetradecanoate transport via facilitated irreversible diffusion (extracellular to periplasm),,,"OrderedDict([('M_ttdca_e', -1.0), ('M_ttdca_p', 1.0)])",0
2004,R_THRPtex,Phospho-L-threonine transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_thrp_e', -1.0), ('M_thrp_p', 1.0)])",0
2005,R_SGSAD,Succinylglutamic semialdehyde dehydrogenase,,,"OrderedDict([('M_h2o_c', -1.0), ('M_nad_c', -1.0), ('M_sucgsa_c', -1.0), ('M_h_c', 2.0), ('M_nadh_c', 1.0), ('M_sucglu_c', 1.0)])",0
2006,R_THRS,Threonine synthase,,,"OrderedDict([('M_h2o_c', -1.0), ('M_phom_c', -1.0), ('M_pi_c', 1.0), ('M_thr__L_c', 1.0)])",0
2007,R_THRTRS,Threonyl-tRNA synthetase,,,"OrderedDict([('M_atp_c', -1.0), ('M_thr__L_c', -1.0), ('M_trnathr_c', -1.0), ('M_amp_c', 1.0), ('M_ppi_c', 1.0), ('M_thrtrna_c', 1.0)])",0
2008,R_TTDCEAtexi,Tetradecenoate transport via facilitated irreversible diffusion (extracellular to periplasm),,,"OrderedDict([('M_ttdcea_e', -1.0), ('M_ttdcea_p', 1.0)])",0
2009,R_TUNGSabcpp,Tungstate transport via ABC system (periplasm),,,"OrderedDict([('M_atp_c', -1.0), ('M_h2o_c', -1.0), ('M_tungs_p', -1.0), ('M_adp_c', 1.0), ('M_h_c', 1.0), ('M_pi_c', 1.0), ('M_tungs_c', 1.0)])",0
2010,R_TUNGStex,Tungstate transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_tungs_e', -1.0), ('M_tungs_p', 1.0)])",0
2011,R_THRabcpp,L-threonine transport via ABC system (periplasm),,,"OrderedDict([('M_atp_c', -1.0), ('M_h2o_c', -1.0), ('M_thr__L_p', -1.0), ('M_adp_c', 1.0), ('M_h_c', 1.0), ('M_pi_c', 1.0), ('M_thr__L_c', 1.0)])",0
2012,R_SHCHCS2,"2-succinyl-6-hydroxy-2,4-cyclohexadiene 1-carboxylate synthase",,,"OrderedDict([('M_ichor_c', -1.0), ('M_ssaltpp_c', -1.0), ('M_2shchc_c', 1.0), ('M_pyr_c', 1.0), ('M_thmpp_c', 1.0)])",0
2013,R_THRt2pp,L-threonine efflux transport via proton antiport (periplasm),,,"OrderedDict([('M_h_p', -1.0), ('M_thr__L_c', -1.0), ('M_h_c', 1.0), ('M_thr__L_p', 1.0)])",0
2014,R_TYMtex,Tyramine transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_tym_e', -1.0), ('M_tym_p', 1.0)])",0
2015,R_TYRPpp,Phospho-L-tyrosine phosphatase (periplasmic),,,"OrderedDict([('M_h2o_p', -1.0), ('M_tyrp_p', -1.0), ('M_pi_p', 1.0), ('M_tyr__L_p', 1.0)])",0
2016,R_SHCHD2,Sirohydrochlorin dehydrogenase (NAD),,,"OrderedDict([('M_dscl_c', -1.0), ('M_nad_c', -1.0), ('M_h_c', 1.0), ('M_nadh_c', 1.0), ('M_scl_c', 1.0)])",0
2017,R_TYRPtex,Phopho-L-tyrosine transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_tyrp_e', -1.0), ('M_tyrp_p', 1.0)])",0
2018,R_TYRTA,Tyrosine transaminase,,,"OrderedDict([('M_akg_c', -1.0), ('M_tyr__L_c', -1.0), ('M_34hpp_c', 1.0), ('M_glu__L_c', 1.0)])",0
2019,R_THRt2rpp,L-threonine reversible transport via proton symport (periplasm),,,"OrderedDict([('M_h_p', -1.0), ('M_thr__L_p', -1.0), ('M_h_c', 1.0), ('M_thr__L_c', 1.0)])",0
2020,R_THRt4pp,L-threonine  via sodium symport (periplasm),,,"OrderedDict([('M_na1_p', -1.0), ('M_thr__L_p', -1.0), ('M_na1_c', 1.0), ('M_thr__L_c', 1.0)])",0
2021,R_THRtex,L-threonine transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_thr__L_e', -1.0), ('M_thr__L_p', 1.0)])",0
2022,R_TYRTRS,Tyrosyl-tRNA synthetase,,,"OrderedDict([('M_atp_c', -1.0), ('M_trnatyr_c', -1.0), ('M_tyr__L_c', -1.0), ('M_amp_c', 1.0), ('M_ppi_c', 1.0), ('M_tyrtrna_c', 1.0)])",0
2023,R_SHCHF,Sirohydrochlorin ferrochelatase,,,"OrderedDict([('M_fe2_c', -1.0), ('M_scl_c', -1.0), ('M_h_c', 3.0), ('M_sheme_c', 1.0)])",0
2024,R_TYRt2rpp,L-tyrosine reversible transport via proton symport (periplasm),,,"OrderedDict([('M_h_p', -1.0), ('M_tyr__L_p', -1.0), ('M_h_c', 1.0), ('M_tyr__L_c', 1.0)])",0
2025,R_TYRtex,L-tyrosine transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_tyr__L_e', -1.0), ('M_tyr__L_p', 1.0)])",0
2026,R_THYMt3pp,Thymine transport out via proton antiport (periplasm),,,"OrderedDict([('M_h_p', -1.0), ('M_thym_c', -1.0), ('M_h_c', 1.0), ('M_thym_p', 1.0)])",0
2027,R_THYMtex,Thymine transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_thym_e', -1.0), ('M_thym_p', 1.0)])",0
2028,R_TKT1,Transketolase,,,"OrderedDict([('M_r5p_c', -1.0), ('M_xu5p__D_c', -1.0), ('M_g3p_c', 1.0), ('M_s7p_c', 1.0)])",0
2029,R_U23GAAT,UDP-3-O-(3-hydroxymyristoyl)glucosamine acyltransferase,,,"OrderedDict([('M_3hmrsACP_c', -1.0), ('M_u3hga_c', -1.0), ('M_ACP_c', 1.0), ('M_h_c', 1.0), ('M_u23ga_c', 1.0)])",0
2030,R_UAAGDS,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase",,,"OrderedDict([('M_26dap__M_c', -1.0), ('M_atp_c', -1.0), ('M_uamag_c', -1.0), ('M_adp_c', 1.0), ('M_h_c', 1.0), ('M_pi_c', 1.0), ('M_ugmd_c', 1.0)])",0
2031,R_UACGALPpp,UDP-N-acetyl-D-galactosamine pyrophosphohydrolase (periplasm),,,"OrderedDict([('M_h2o_p', -1.0), ('M_udpacgal_p', -1.0), ('M_acgal1p_p', 1.0), ('M_h_p', 2.0), ('M_ump_p', 1.0)])",0
2032,R_UACGAMPpp,UDP-N-acetyl-D-glucosamine pyrophosphohydrolase (periplasm),,,"OrderedDict([('M_h2o_p', -1.0), ('M_uacgam_p', -1.0), ('M_acgam1p_p', 1.0), ('M_h_p', 2.0), ('M_ump_p', 1.0)])",0
2033,R_TKT2,Transketolase,,,"OrderedDict([('M_e4p_c', -1.0), ('M_xu5p__D_c', -1.0), ('M_f6p_c', 1.0), ('M_g3p_c', 1.0)])",0
2034,R_TMAOR1pp,Trimethylamine N-oxide reductase (menaquinol 8) (periplasm),,,"OrderedDict([('M_h_p', -1.0), ('M_mql8_c', -1.0), ('M_tmao_p', -1.0), ('M_h2o_p', 1.0), ('M_mqn8_c', 1.0), ('M_tma_p', 1.0)])",0
2035,R_TMAOR2pp,Trimethylamine N-oxide reductase (demethylmenaquinol 8) (periplasm),,,"OrderedDict([('M_2dmmql8_c', -1.0), ('M_h_p', -1.0), ('M_tmao_p', -1.0), ('M_2dmmq8_c', 1.0), ('M_h2o_p', 1.0), ('M_tma_p', 1.0)])",0
2036,R_UACGAMtex,UDP-N-acetyl-D-glucosamine transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_uacgam_e', -1.0), ('M_uacgam_p', 1.0)])",0
2037,R_TMAOtex,Trimethylamine N-oxide transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_tmao_e', -1.0), ('M_tmao_p', 1.0)])",0
2038,R_SHK3Dr,Shikimate dehydrogenase,,,"OrderedDict([('M_3dhsk_c', -1.0), ('M_h_c', -1.0), ('M_nadph_c', -1.0), ('M_nadp_c', 1.0), ('M_skm_c', 1.0)])",0
2039,R_TMAtex,Trimethylamine transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_tma_e', -1.0), ('M_tma_p', 1.0)])",0
2040,R_TMDK1,Thymidine kinase (ATP:thymidine),,,"OrderedDict([('M_atp_c', -1.0), ('M_thymd_c', -1.0), ('M_adp_c', 1.0), ('M_dtmp_c', 1.0), ('M_h_c', 1.0)])",0
2041,R_UACMAMO,UDP-N-acetyl-D-mannosamine oxidoreductase,,,"OrderedDict([('M_h2o_c', -1.0), ('M_nad_c', -2.0), ('M_uacmam_c', -1.0), ('M_h_c', 3.0), ('M_nadh_c', 2.0), ('M_uacmamu_c', 1.0)])",0
2042,R_UAG2E,UDP-N-acetylglucosamine 2-epimerase,,,"OrderedDict([('M_uacgam_c', -1.0), ('M_uacmam_c', 1.0)])",0
2043,R_UAGAAT,UDP-N-acetylglucosamine acyltransferase,,,"OrderedDict([('M_3hmrsACP_c', -1.0), ('M_uacgam_c', -1.0), ('M_ACP_c', 1.0), ('M_u3aga_c', 1.0)])",0
2044,R_TMDPP,Thymidine phosphorylase,,,"OrderedDict([('M_pi_c', -1.0), ('M_thymd_c', -1.0), ('M_2dr1p_c', 1.0), ('M_thym_c', 1.0)])",0
2045,R_SHKK,Shikimate kinase,,,"OrderedDict([('M_atp_c', -1.0), ('M_skm_c', -1.0), ('M_adp_c', 1.0), ('M_h_c', 1.0), ('M_skm5p_c', 1.0)])",0
2046,R_TMDS,Thymidylate synthase,,,"OrderedDict([('M_dump_c', -1.0), ('M_mlthf_c', -1.0), ('M_dhf_c', 1.0), ('M_dtmp_c', 1.0)])",0
2047,R_TMK,Thiamine kinase,,,"OrderedDict([('M_atp_c', -1.0), ('M_thm_c', -1.0), ('M_adp_c', 1.0), ('M_h_c', 1.0), ('M_thmmp_c', 1.0)])",0
2048,R_UAGCVT,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,,,"OrderedDict([('M_pep_c', -1.0), ('M_uacgam_c', -1.0), ('M_pi_c', 1.0), ('M_uaccg_c', 1.0)])",0
2049,R_UAGDP,UDP-N-acetylglucosamine diphosphorylase,,,"OrderedDict([('M_acgam1p_c', -1.0), ('M_h_c', -1.0), ('M_utp_c', -1.0), ('M_ppi_c', 1.0), ('M_uacgam_c', 1.0)])",0
2050,R_UAGPT3,UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,,,"OrderedDict([('M_uacgam_c', -1.0), ('M_uagmda_c', -1.0), ('M_h_c', 1.0), ('M_uaagmda_c', 1.0), ('M_udp_c', 1.0)])",0
2051,R_TMPK,Thiamine-phosphate kinase,,,"OrderedDict([('M_atp_c', -1.0), ('M_thmmp_c', -1.0), ('M_adp_c', 1.0), ('M_thmpp_c', 1.0)])",0
2052,R_SKMtex,Shikimate transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_skm_e', -1.0), ('M_skm_p', 1.0)])",0
2053,R_TMPPP,Thiamine-phosphate diphosphorylase,,,"OrderedDict([('M_2mahmp_c', -1.0), ('M_4mpetz_c', -1.0), ('M_h_c', -1.0), ('M_ppi_c', 1.0), ('M_thmmp_c', 1.0)])",0
2054,R_UAMAGS,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,,,"OrderedDict([('M_atp_c', -1.0), ('M_glu__D_c', -1.0), ('M_uama_c', -1.0), ('M_adp_c', 1.0), ('M_h_c', 1.0), ('M_pi_c', 1.0), ('M_uamag_c', 1.0)])",0
2055,R_UAMAS,UDP-N-acetylmuramoyl-L-alanine synthetase,,,"OrderedDict([('M_ala__L_c', -1.0), ('M_atp_c', -1.0), ('M_uamr_c', -1.0), ('M_adp_c', 1.0), ('M_h_c', 1.0), ('M_pi_c', 1.0), ('M_uama_c', 1.0)])",0
2056,R_TPI,Triose-phosphate isomerase,,,"OrderedDict([('M_dhap_c', -1.0), ('M_g3p_c', 1.0)])",0
2057,R_SO2tex,SO2 transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_so2_e', -1.0), ('M_so2_p', 1.0)])",0
2058,R_TPRDCOAS,Triphosphoribosyl-dephospho-CoA synthase,,,"OrderedDict([('M_atp_c', -1.0), ('M_dpcoa_c', -1.0), ('M_2tpr3dpcoa_c', 1.0), ('M_ade_c', 1.0)])",0
2059,R_TRDR,Thioredoxin reductase (NADPH),,,"OrderedDict([('M_h_c', -1.0), ('M_nadph_c', -1.0), ('M_trdox_c', -1.0), ('M_nadp_c', 1.0), ('M_trdrd_c', 1.0)])",0
2060,R_UAPGR,UDP-N-acetylenolpyruvoylglucosamine reductase,,,"OrderedDict([('M_h_c', -1.0), ('M_nadph_c', -1.0), ('M_uaccg_c', -1.0), ('M_nadp_c', 1.0), ('M_uamr_c', 1.0)])",0
2061,R_UDCPDP,Undecaprenyl-diphosphatase,,,"OrderedDict([('M_h2o_c', -1.0), ('M_udcpdp_c', -1.0), ('M_h_c', 1.0), ('M_pi_c', 1.0), ('M_udcpp_c', 1.0)])",0
2062,R_UDCPDPS,Undecaprenyl diphosphate synthase,,,"OrderedDict([('M_frdp_c', -1.0), ('M_ipdp_c', -8.0), ('M_ppi_c', 8.0), ('M_udcpdp_c', 1.0)])",0
2063,R_UDCPDPpp,Undecaprenyl-diphosphatase (periplasm),,,"OrderedDict([('M_h2o_p', -1.0), ('M_udcpdp_p', -1.0), ('M_h_p', 1.0), ('M_pi_p', 1.0), ('M_udcpp_p', 1.0)])",0
2064,R_UDCPPtppi,Undecaprenyl phosphate transport (cytoplasm to periplasm),,,"OrderedDict([('M_udcpp_p', -1.0), ('M_udcpp_c', 1.0)])",0
2065,R_TRE6PH,Trehalose-6-phosphate hydrolase,,,"OrderedDict([('M_h2o_c', -1.0), ('M_tre6p_c', -1.0), ('M_g6p_c', 1.0), ('M_glc__D_c', 1.0)])",0
2066,R_TRE6PP,Trehalose-phosphatase,,,"OrderedDict([('M_h2o_c', -1.0), ('M_tre6p_c', -1.0), ('M_pi_c', 1.0), ('M_tre_c', 1.0)])",0
2067,R_TRE6PS,"Alpha,alpha-trehalose-phosphate synthase (UDP-forming)",,,"OrderedDict([('M_g6p_c', -1.0), ('M_udpg_c', -1.0), ('M_h_c', 1.0), ('M_tre6p_c', 1.0), ('M_udp_c', 1.0)])",0
2068,R_TREH,"Alpha,alpha-trehalase",,,"OrderedDict([('M_h2o_c', -1.0), ('M_tre_c', -1.0), ('M_glc__D_c', 2.0)])",0
2069,R_UDPACGALtex,UDP-N-acetyl-D-galactosamine transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_udpacgal_e', -1.0), ('M_udpacgal_p', 1.0)])",0
2070,R_SO2tpp,SO2 transport via diffusion (periplasm),,,"OrderedDict([('M_so2_p', -1.0), ('M_so2_c', 1.0)])",0
2071,R_UDPG4E,UDPglucose 4-epimerase,,,"OrderedDict([('M_udpg_c', -1.0), ('M_udpgal_c', 1.0)])",0
2072,R_UDPGALPpp,UDPgalactose pyrophosphohydrolase,,,"OrderedDict([('M_h2o_p', -1.0), ('M_udpgal_p', -1.0), ('M_gal1p_p', 1.0), ('M_h_p', 2.0), ('M_ump_p', 1.0)])",0
2073,R_UDPGALtex,UDPgalactose transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_udpgal_e', -1.0), ('M_udpgal_p', 1.0)])",0
2074,R_TREHpp,"Alpha,alpha-trehalase (periplasm)",,,"OrderedDict([('M_h2o_p', -1.0), ('M_tre_p', -1.0), ('M_glc__D_p', 2.0)])",0
2075,R_TREptspp,Trehalose transport via PEP:Pyr PTS (periplasm),,,"OrderedDict([('M_pep_c', -1.0), ('M_tre_p', -1.0), ('M_pyr_c', 1.0), ('M_tre6p_c', 1.0)])",0
2076,R_TREtex,Trehalose transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_tre_e', -1.0), ('M_tre_p', 1.0)])",0
2077,R_TRPS1,Tryptophan synthase (indoleglycerol phosphate),,,"OrderedDict([('M_3ig3p_c', -1.0), ('M_ser__L_c', -1.0), ('M_g3p_c', 1.0), ('M_h2o_c', 1.0), ('M_trp__L_c', 1.0)])",0
2078,R_UDPGD,UDPglucose 6-dehydrogenase,,,"OrderedDict([('M_h2o_c', -1.0), ('M_nad_c', -2.0), ('M_udpg_c', -1.0), ('M_h_c', 3.0), ('M_nadh_c', 2.0), ('M_udpglcur_c', 1.0)])",0
2079,R_UDPGDC,UDP-glucuronate C-4'' decarboxylase,,,"OrderedDict([('M_nad_c', -1.0), ('M_udpglcur_c', -1.0), ('M_co2_c', 1.0), ('M_nadh_c', 1.0), ('M_udpLa4o_c', 1.0)])",0
2080,R_TRPS2,Tryptophan synthase (indole),,,"OrderedDict([('M_indole_c', -1.0), ('M_ser__L_c', -1.0), ('M_h2o_c', 1.0), ('M_trp__L_c', 1.0)])",0
2081,R_SO3tex,Sulfite transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_so3_e', -1.0), ('M_so3_p', 1.0)])",0
2082,R_TRPS3,Tryptophan synthase (indoleglycerol phosphate),,,"OrderedDict([('M_3ig3p_c', -1.0), ('M_g3p_c', 1.0), ('M_indole_c', 1.0)])",0
2083,R_TRPTRS,Tryptophanyl-tRNA synthetase,,,"OrderedDict([('M_atp_c', -1.0), ('M_trnatrp_c', -1.0), ('M_trp__L_c', -1.0), ('M_amp_c', 1.0), ('M_ppi_c', 1.0), ('M_trptrna_c', 1.0)])",0
2084,R_UDPGLCURtex,UDP-D-glucuronate transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_udpglcur_e', -1.0), ('M_udpglcur_p', 1.0)])",0
2085,R_UDPGPpp,UDPglucose pyrophosphohydrolase,,,"OrderedDict([('M_h2o_p', -1.0), ('M_udpg_p', -1.0), ('M_g1p_p', 1.0), ('M_h_p', 2.0), ('M_ump_p', 1.0)])",0
2086,R_UDPGtex,UDPglucose transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_udpg_e', -1.0), ('M_udpg_p', 1.0)])",0
2087,R_SO4tex,Sulfate transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_so4_e', -1.0), ('M_so4_p', 1.0)])",0
2088,R_UDPKAAT,UDP-4''-ketopentose:UDP-4-amino-4-deoxy-L-arabinose aminotransferase,,,"OrderedDict([('M_glu__L_c', -1.0), ('M_udpLa4o_c', -1.0), ('M_akg_c', 1.0), ('M_udpLa4n_c', 1.0)])",0
2089,R_UGLCURPpp,UDP-D-glucuronate pyrophosphohydrolase (periplasm),,,"OrderedDict([('M_h2o_p', -1.0), ('M_udpglcur_p', -1.0), ('M_glcur1p_p', 1.0), ('M_h_p', 2.0), ('M_ump_p', 1.0)])",0
2090,R_UGLT,UDPglucose--hexose-1-phosphate uridylyltransferase,,,"OrderedDict([('M_gal1p_c', -1.0), ('M_udpg_c', -1.0), ('M_g1p_c', 1.0), ('M_udpgal_c', 1.0)])",0
2091,R_TRPt2rpp,L-tryptophan reversible transport via proton symport (periplasm),,,"OrderedDict([('M_h_p', -1.0), ('M_trp__L_p', -1.0), ('M_h_c', 1.0), ('M_trp__L_c', 1.0)])",0
2092,R_TRPtex,L-tryptophan transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_trp__L_e', -1.0), ('M_trp__L_p', 1.0)])",0
2093,R_TRSARr,Tartronate semialdehyde reductase,,,"OrderedDict([('M_2h3oppan_c', -1.0), ('M_h_c', -1.0), ('M_nadh_c', -1.0), ('M_glyc__R_c', 1.0), ('M_nad_c', 1.0)])",0
